,arabizi,arabic,from_source
1445,bhama,البهامة,0
1446,khrajt,خرجت,0
1447,hk,هك,0
1448,el5dema,الخدمة,0
1449,saddakni,صدقني,0
1450,elaaskariya,العسكرية,0
1451,n3ish,نعيش,0
1452,ta3ti,تعطي,0
1453,lmouhami,المحامي,0
1454,chbik,شبيك,0
1455,hajr,حجر,0
1456,romthan,رمضان,0
1457,youssel,يوصل,0
1458,dostour,دستور,0
1459,bladou,بلادو,0
1460,sho,شو,0
1461,mnesh,مناش,0
1462,za9afouna,زقفونه,0
1463,rah,راه,0
1464,hkouk,حقوق,0
1465,aadl,عدل,0
1466,ejemaa,الجامعة,0
1467,sayer,صاير,0
1468,salam,سلام,0
1469,kaddeh,قداه,0
1470,elomr,العمر,0
1471,ykeb,يكب,0
1472,ta3,تع,0
1473,blastou,بلاصتو,0
1474,lyoum,ليوم,0
1475,ray,راي,0
1476,manish,مانيش,0
1477,l2an,لأن,0
1478,matou,ماتو,0
1479,lbab,الباب,0
1480,tath7ak,تضحك,0
1481,tsir,تسير,0
1482,twila,طويلة,0
1483,moshkol,مشكل,0
1484,yzidou,يزيدو,0
1485,yanfa3,ينفع,0
1486,8alet,غالط,0
1487,ak,اك,0
1488,bissif,بالسيف,0
1489,hamhim,همهم,0
1490,kifkom,كيفكم,0
1491,lbhim,البهيم,0
1492,yakol,ياكل,0
1493,ethi9a,الثيقة,0
1494,3ini,عيني,0
1495,lilwatan,للوطن,0
1496,yesr9ou,يسرقو,0
1497,haka,هاكا,0
1498,nafsek,نفسك,0
1499,weslwan,والسلوان,0
1500,kather,كثر,0
1501,tartour,طرطور,0
1502,maathabhom,معذبهم,0
1503,am,أم,0
1504,elhala,الحالة,0
1505,yehmihom,يحميه,0
1506,wrah,وراه,0
1507,y,ي,0
1508,ettounsiyin,التونسيين,0
1509,fana,فانة,0
1510,mas2ouliya,مسؤولية,0
1511,el3arabya,العربية,0
1512,yoridoun,يريدون,0
1513,nertahou,نرتاحو,0
1514,y3ish,يعيش,0
1515,ethanya,الثانية,0
1516,ba9i,باقي,0
1517,yhez,يهز,0
1518,wsid,وسيد,0
1519,wallet,ولت,0
1520,a3rath,أعراض,0
1521,tadouu,تدعو,0
1522,shourafe2,الشرفاء,0
1523,essod,السد,0
1524,yrodd,يرد,0
1525,asba7at,أصبحت,0
1526,shams,شمس,0
1527,yrou7,يروح,0
1528,far8a,فارغة,0
1529,bhatha,بهذا,0
1530,salli,صلى,0
1531,lfashal,الفشل,0
1532,dima,دائما,0
1533,chnya,شنيا,0
1534,nari,ناري,0
1535,ta9adom,تقدم,0
1536,watanya,وطنية,0
1537,wahdhom,وحدهم,0
1538,ethani,الثاني,0
1539,mkabech,مكبش,0
1540,lkhouf,الخوف,0
1541,ferhan,فرحان,0
1542,khdem,خدم,0
1543,tokhloss,تخلص,0
1544,el2enssen,الإنسان,0
1545,3iin,عين,0
1546,amn,امن,0
1547,baalhom,بالهم,0
1548,amthelek,امثالك,0
1549,mousalsel,مسلسل,0
1550,moussi,موسى,0
1551,7ala,حالا,0
1552,t9oum,تقوم,0
1553,mbaed,مبعد,0
1554,elaada,العادة,0
1555,esho8l,الشغل,0
1556,fin,فين,0
1557,e3lem,اعلم,0
1558,tiih,طيح,0
1559,9athaa,قضاء,0
1560,thaher,ظاهر,0
1561,mami,مامي,0
1562,litha,لذا,0
1563,mashin,ماشين,0
1564,mshé,مشا,0
1565,ennour,النور,0
1566,yamlouha,يعملها,0
1567,allah,آلله,0
1568,ashab,أصحاب,0
1569,hana,هانا,0
1570,linnass,للناس,0
1571,bi2thn,باذن,0
1572,9oulou,قولو,0
1573,moukabel,مقابل,0
1574,aheb,احب,0
1575,el2amniyin,الأمنيين,0
1576,essarkin,السارق,0
1577,ekhshidi,الاخشيدي,0
1578,mtaaha,متاعها,0
1579,bhm,بهم,0
1580,eddifa3,الدفاع,0
1581,elmas2oul,المسؤول,0
1582,wnahn,ونحن,0
1583,wnass,والناس,0
1584,akwa,أقوى,0
1585,aalem,عالم,0
1586,maal,مال,0
1587,fl,فل,0
1588,wa2in,وإن,0
1589,bhawl,بحول,0
1590,sahbi,ساحبي,0
1591,ymathel,يمثل,0
1592,trahem,ترحم,0
1593,wallah,ولله,0
1594,7ott,حط,0
1595,wel3bed,والعباد,0
1596,ltawa,لتو,0
1597,yostrok,يسترك,0
1598,lfe3l,الفعل,0
1599,lboulice,البوليس,0
1600,lfakhfekh,الفخفاخ,0
1601,kadr,قدر,0
1602,lwzara,الوزارة,0
1603,wmoush,وموش,0
1604,abadan,ابدا,0
1605,3amil,عميل,0
1606,akka,اكا,0
1607,bidaya,بداية,0
1608,yilli,يلي,0
1609,khalik,خليك,0
1610,mashrouu,مشروع,0
1611,thez,تهز,0
1612,lekher,الاخر,0
1613,martou,مرتو,0
1614,ettaabir,التعبير,0
1615,wath3,وضع,0
1616,ommou,امو,0
1617,isslam,الاسلام,0
1618,hayat,حياة,0
1619,elhana,الهانة,0
1620,barka,بركة,0
1621,floussek,فلوسك,0
1622,mahoush,مهوش,0
1623,ykoum,يقوم,0
1624,bda,بدا,0
1625,yente9em,ينتقم,0
1626,yheboush,يحبوش,0
1627,wenty,وانتي,0
1628,waldikom,والديكم,0
1629,yehlekhom,يهلكم,0
1630,kital,قتال,0
1631,hamdoullah,الحمدلله,0
1632,ytaba9,يطبق,0
1633,lmra,المرا,0
1634,3iyath,عياض,0
1635,3ssa,العصا,0
1636,fark,فرق,0
1637,elaan,الآن,0
1638,waldik,ولديك,0
1639,lfossoul,الفصول,0
1640,maa,معا,0
1641,l9athiya,القضية,0
1642,lmafia,المافيا,0
1643,okhrej,اخرج,0
1644,bithabt,بالضبط,0
1645,inti,إنتي,0
1646,najjem,نجم,0
1647,intaha,انتهى,0
1648,a3mlou,اعملو,0
1649,jarima,جريمة,0
1650,el7ay,الحي,0
1651,milaf,ملف,0
1652,wa7ti,وحتى,0
1653,thahaya,ضحايا,0
1654,elaakba,العاقبة,0
1655,ramla,رملة,0
1656,smaat,سمعت,0
1657,takol,تاكل,0
1658,naksin,ناقصين,0
1659,wahdha,وحدها,0
1660,essini,الصيني,0
1661,habs,حبس,0
1662,hzam,الحزام,0
1663,kifeh,كفاش,0
1664,douwal,دول,0
1665,eshaytan,الشيطان,0
1666,ostath,استاذ,0
1667,winhom,وينهم,0
1668,elmeskin,المسكين,0
1669,ya7fthek,يحفضك,0
1670,yothbet,يثبت,0
1671,kathir,الكثير,0
1672,lmojtama3,المجتمع,0
1673,3lm,علم,0
1674,ezwawla,الزواولة,0
1675,bdat,بدات,0
1676,bel5ir,بالخير,0
1677,bléd,بلد,0
1678,hajat,حاجات,0
1679,yoslo7,يصلح,0
1680,alihom,علاهم,0
1681,l8ali,الغالي,0
1682,wmla2,وملا,0
1683,yethal,يتحل,0
1684,la5bar,الاخبار,0
1685,essbah,الصباح,0
1686,mounefkin,منافقين,0
1687,chlayek,شلايك,0
1688,essiyesiyin,السياسين,0
1689,kahwa,قهوة,0
1690,ethaw,الضو,0
1691,tenfaa,تنفع,0
1692,elaakl,العقل,0
1693,lahin,لاهين,0
1694,qatar,قطر,0
1695,thebbou,تحبوا,0
1696,ahad,أحد,0
1697,andoush,عندوش,0
1698,kamal,كمال,0
1699,minni,مني,0
1700,tathreb,تضرب,0
1701,modda,مدة,0
1702,lehkeya,لحكاية,0
1703,sheddou,شدو,0
1704,lvideo,الفيديو,0
1705,karar,قرار,0
1706,tamthil,تمثل,0
1707,yjik,يجيك,0
1708,toktol,تقتل,0
1709,halal,حلال,0
1710,thika,ثيقة,0
1711,admin,ادمين,0
1712,hakkek,حقك,0
1713,hathika,هذيكا,0
1714,kollou,كله,0
1715,thammash,ثماش,0
1716,alesh,اعلاش,0
1717,berrasmi,الرسمي,0
1718,yebdou,يبدو,0
1719,yemshi,يمشى,0
1720,yelzemha,يلزمها,0
1721,lmarkhouf,المرخوف,0
1722,mo2assassa,المؤسسة,0
1723,9arra,قارة,0
1724,kitaa,قطاع,0
1725,wa93,وقع,0
1726,ya5oth,ياخذ,0
1727,annou,عنه,0
1728,lbeheyem,البهايم,0
1729,hakhom,حقهم,0
1730,ahla,احلى,0
1731,erjoulya,الرجولية,0
1732,l7all,الحال,0
1733,barra,برة,0
1734,taw,تاو,0
1735,fhemt,فهمت,0
1736,nmout,نموت,0
1737,bdam,بدم,0
1738,lgassrine,القصرين,0
1739,ayouha,أيها,0
1740,khat,خط,0
1741,ta3,تاع,0
1742,yoktlou,يقتلو,0
1743,wahda,وحده,0
1744,ajrek,اجرك,0
1745,ahad,احد,0
1746,fare8,فارغ,0
1747,eta33lim,التعليم,0
1748,emshi,امشي,0
1749,tawah,توه,0
1750,kanek,كانك,0
1751,belha9,بلحق,0
1752,e3dem,الاعدام,0
1753,fahm,فهم,0
1754,tari5,تاريخ,0
1755,yassar,يسار,0
1756,3morha,عمرها,0
1757,nawfel,نوفل,0
1758,yarhamna,يرحمنا,0
1759,yotba3,يتبع,0
1760,tozz,طز,0
1761,fi,في.,0
1762,pertrol,البترول,0
1763,t7el,تحل,0
1764,ta7an,طحان,0
1765,etta7ana,الطحانة,0
1766,mtaana,متاعنا,0
1767,wyonsrek,وينصرك,0
1768,sabil,سبيل,0
1769,talab,طلب,0
1770,man,مان,0
1771,mahlek,محلاك,0
1772,7in,حين,0
1773,boul,بول,0
1774,lwahida,الوحيدة,0
1775,tatlaa,تطلع,0
1776,na7w,نحو,0
1777,tasir,تصير,0
1778,korsi,كرسي,0
1779,fasda,فاسدة,0
1780,kalou,قالوا,0
1781,l3ar,العار,0
1782,lkouwa,القوة,0
1783,tastakil,تستقيل,0
1784,lmiit,الميت,0
1785,lahzab,الأحزاب,0
1786,belcorona,بالكورونا,0
1787,hamd,حمد,0
1788,shoft,شفت,0
1789,wentouma,وانتوما,0
1790,souk,سوق,0
1791,lwazir,الوزير,0
1792,yasmaa,يسمع,0
1793,tharbet,ضربات,0
1794,mounathel,مناضل,0
1795,wesl,وصل,0
1796,lgharbi,الغربي,0
1797,insan,إنسان,0
1798,awled,أولاد,0
1799,khayen,خاين,0
1800,wjoud,وجود,0
1801,i3dem,الإعدام,0
1802,laarbi,العربي,0
1803,takbel,تقبل,0
1804,lmojrmin,المجرمين,0
1805,billi,بلي,0
1806,lkessm,القسم,0
1807,berrasmi,بالرسمي,0
1808,mahfouth,محفوظ,0
1809,yekthbou,يكذبو,0
1810,hyati,حياتي,0
1811,madrsa,مدرسة,0
1812,azma,الازمة,0
1813,naamel,نعمل,0
1814,marhbe,مرحبا,0
1815,thakr,ذكر,0
1816,amn,أمن,0
1817,baath,البعض,0
1818,shenhi,شنهي,0
1819,lbled,البلد,0
1820,chabaa,الشابة,0
1821,arja3,ارجع,0
1822,fale7,فالح,0
1823,wghannouchi,والغنوشي,0
1824,yfathlek,يفضلك,0
1825,fommou,فمو,0
1826,ashour,عاشور,0
1827,ezatla,الزطلة,0
1828,jabou,جابو,0
1829,yathreb,يضرب,0
1830,tabe3,تابع,0
1831,ahebbou,احبو,0
1832,3awn,عون,0
1833,thrab,ضرب,0
1834,jihaz,جهاز,0
1835,shay2,الشي,0
1836,2a3la,الأعلى,0
1837,lithalek,لذلك,0
1838,ihtiram,احترام,0
1839,bilkanoun,بالقانون,0
1840,lihatha,لهذه,0
1841,inti5abet,انتخابات,0
1842,aliha,علاها,0
1843,wy3ayatlek,ويعطيك,0
1844,ayam,ايام,0
1845,naarfou,نعرفو,0
1846,lilasaf,للأسف,0
1847,ezebla,الزبلة,0
1848,yaatel,يعطل,0
1849,kahaw,كهو,0
1850,wra2iss,ورئيس,0
1851,west,وسط,0
1852,akal,أقل,0
1853,hathouma,هذوما,0
1854,etarbya,التربية,0
1855,ykamel,يكمل,0
1856,lilmahkma,للمحكمة,0
1857,mouhamin,محامين,0
1858,lilimarat,الإمارات,0
1859,oksem,اقسم,0
1860,binana,بيننا,0
1861,yejbed,يجبد,0
1862,yfaker,يفكر,0
1863,5otwa,خطوة,0
1864,ejdod,الجدد,0
1865,illil,الليل,0
1866,zman,زمان,0
1867,hbat,هبط,0
1868,asl,اصل,0
1869,lhseb,الحساب,0
1870,hayawen,حيوان,0
1871,fak,فك,0
1872,mathwaha,مثواها,0
1873,forsa,فرصة,0
1874,jad,جد,0
1875,ykather,يكثر,0
1876,lwad,الواد,0
1877,raha,راحة,0
1878,fisaa,فيسع,0
1879,welfassad,والفساد,0
1880,assass,أساس,0
1881,kamlou,كملو,0
1882,bachar,بشر,0
1883,bekri,بكري,0
1884,thalem,ظالم,0
1885,nosf,نصف,0
1886,tamthil,تمثيل,0
1887,btala,بطالة,0
1888,lbtala,البطالة,0
1889,mrith,مريضة,0
1890,fi9,فيق,0
1891,l3ajla,العجلة,0
1892,brou7ek,بروحك,0
1893,nasm3ek,نسمع,0
1894,wser9a,والسرقة,0
1895,tiir,طير,0
1896,biid,بيد,0
1897,wjouhkom,وجوهكم,0
1898,yarfaa,يرفع,0
1899,lazemha,لازمها,0
1900,sha5syia,شخصية,0
1901,thikra,ذكرى,0
1902,taskot,تسقط,0
1903,ziyed,زياد,0
1904,kanou,كانوا,0
1905,hatta,حتا,0
1906,tansi9iya,تنسيقية,0
1907,tarika,طريقة,0
1908,darbouka,دربوكة,0
1909,mosaique,موزايك,0
1910,ra7met,رحمت,0
1911,ykoulou,يقولوا,0
1912,waejm,واجب,0
1913,yethasseb,يتحاسب,0
1914,ye7lfou,يحلفو,0
1915,tshoufou,تشوفو,0
1916,jneztou,جنازته,0
1917,robbama,ربما,0
1918,wyna3amha,وينعمها,0
1919,manather,مناظر,0
1920,3ish,عيش,0
1921,lil9atha,للقضاء,0
1922,mo5ek,مخك,0
1923,awalan,اولا,0
1924,bizert,بنزرت,0
1925,walesh,وعلاش,0
1926,jiil,جيل,0
1927,fiya,فيا,0
1928,rabi.,ربي.,0
1929,sou2el,سؤال,0
1930,hay2a,هيئة,0
1931,famma,فم,0
1932,sa7a,صح,0
1933,yohmel,يهمل,0
1934,esharika,الشركة,0
1935,kifha,كيفها,0
1936,jerthan,جرذان,0
1937,elmoslmin,المسلمين,0
1938,wlina,ولينا,0
1939,lilhoukoum,للحكومة,0
1940,sarfet,صرفت,0
1941,youjed,يوجد,0
1942,kabsh,كبش,0
1943,bkodra,بقدرة,0
1944,tsaref,تصرف,0
1945,te7tarim,تحترم,0
1946,bro,برو,0
1947,ayouha,ايها,0
1948,elfar9,الفرق,0
1949,yrak,يراك,0
1950,kaadet,قعدت,0
1951,khilal,خلال,0
1952,natija,نتيجة,0
1953,yeshfi,يشفي,0
1954,hamam,حمام,0
1955,mouhawla,محاولة,0
1956,aslou,اصلو,0
1957,hattou,حطو,0
1958,mawkef,موقف,0
1959,mayheboush,مايحبوش,0
1960,yacine,ياسين,0
1961,yetaarkou,يتعاركو,0
1962,lazem,لزم,0
1963,fasdin,فاسدين,0
1964,saak,ساق,0
1965,bisser9a,بالسرقة,0
1966,3rs,عرس,0
1967,y9adem,يقدم,0
1968,bithat,بالذات,0
1969,yzidek,يزيدك,0
1970,masha2,ماشاء,0
1971,sa9et,ساقط,0
1972,nathar,النظر,0
1973,aama,عامة,0
1974,elbehy,الباهي,0
1975,7lo,حلو,0
1976,istikala,الاستقالة,0
1977,kawm,قوم,0
1978,jim3an,جميعا,0
1979,yafaal,يفعل,0
1980,t7sb,تحسب,0
1981,shay,شىء,0
1982,hakom,هاكم,0
1983,saret,صارت,0
1984,h,ه,0
1985,shoghl,شغل,0
1986,eza9afouna,الزقفونة,0
1987,siib,صعيب,0
1988,ayad,اياد,0
1989,wshkoun,وشكون,0
1990,whokouma,والحكومة,0
1991,nasmouu,نسمعو,0
1992,ethoubab,الذباب,0
1993,rouhou,روحه,0
1994,elazma,الأزمة,0
1995,bemtiyaz,بامتياز,0
1996,ma3ash,معاش,0
1997,5allou,خلو,0
1998,ena9aba,النقابة,0
1999,nemshi,نمشي,0
2000,mas2ala,مسألة,0
2001,elkathab,الكذاب,0
2002,triha,طريحة,0
2003,fe9,فاق,0
2004,aham,اهم,0
2005,ra2a,رأي,0
2006,boulice,بوليس,0
2007,holoul,حلول,0
2008,nikat,نقاط,0
2009,fard,فرد,0
2010,wne3ma,ونعمة,0
2011,wass3a,واسعة,0
2012,etathamon,التضامن,0
2013,esha5sya,الشخصية,0
2014,5ar9,خرق,0
2015,i5shidi,الإخشيدي,0
2016,youssef,يوسف,0
2017,n3ishou,نعيشو,0
2018,ghirhom,غيرهم,0
2019,liljmi3,للجميع,0
2020,lilamanaa,الامانة,0
2021,mshit,مشيت,0
2022,jahanam,جهنم,0
2023,mahlaha,محلاها,0
2024,a3daa,أعداء,0
2025,wbash,وباش,0
2026,lchaab,لشعب,0
2027,la5er,لاخر,0
2028,elmostakbel,المستقبل,0
2029,lhimaya,لحماية,0
2030,nahdhawi,نهضاوي,0
2031,lwzra,الوزرة,0
2032,takef,تاقف,0
2033,hawel,حاول,0
2034,irhabi,ارهابي,0
2035,elhadith,الحديث,0
2036,welkedhb,والكذب,0
2037,bdat,بدأت,0
2038,eljanoub,الجنوب,0
2039,ezghar,الصغار,0
2040,lbarda,الباردة,0
2041,amalha,عملها,0
2042,fima,فيما,0
2043,bay3,بيع,0
2044,kaf,كف,0
2045,trajaa,تراجع,0
2046,amrika,أمريكا,0
2047,3am,عم,0
2048,karama,كرامة,0
2049,limam,الامام,0
2050,essokor,السكر,0
2051,wana,وإنا,0
2052,toksod,تقصد,0
2053,habit,حبيت,0
2054,lhaddad,الحداد,0
2055,mash,ماش,0
2056,ymoutou,يموتو,0
2057,fi,فی,0
2058,elisaba,العصابة,0
2059,t3attel,تعطل,0
2060,ham,هام,0
2061,mahi,ماهي,0
2062,baladya,بلدية,0
2063,lfri9i,لفريقي,0
2064,eshaab,الشعب.,0
2065,shmata,شماتة,0
2066,kon,كن,0
2067,elmithl,المثل,0
2068,yesrak,يسرق,0
2069,yetnafes,يتنفس,0
2070,labodd,لابد,0
2071,elkolha,الكلها,0
2072,jaw,جاو,0
2073,mourad,مراد,0
2074,thalek,ذالك,0
2075,eljomaa,الجمعة,0
2076,elmohasba,المحاسبة,0
2077,yeshki,يشكي,0
2078,mo,مو,0
2079,maarouf,معروف,0
2080,a5rin,اخرين,0
2081,eloulaa,الاولى,0
2082,imarate,الامارات,0
2083,yeshel,يسهل,0
2084,wchaab,وشعب,0
2085,rouskom,روسكم,0
2086,fadina,فدينا,0
2087,yekbel,يقبل,0
2088,brass,براس,0
2089,aamin,آمين,0
2090,welyasmin,والياسمين,0
2091,lwlaya,الولايا,0
2092,yestanna,يستنى,0
2093,klamou,كلامو,0
2094,lefri9i,الأفريقي,0
2095,saat,ساعات,0
2096,aamla,عاملة,0
2097,tetfarej,تتفرج,0
2098,yet5alla,يخلي,0
2099,yhott,يحط,0
2100,el3asma,العاصمة,0
2101,wali,والى,0
2102,bassma,بسمة,0
2103,khayeb,خايب,0
2104,kwi,قوي,0
2105,lmojrem,المجرم,0
2106,elkharej,الخارج,0
2107,zawali,زوالي,0
2108,akhra,اخرة,0
2109,tkalem,تكلم,0
2110,ksar,قصر,0
2111,wshouf,وشوف,0
2112,tafhin,تافهين,0
2113,5ayn,خائن,0
2114,khatir,خطير,0
2115,wana,وأنا,0
2116,yoktlou,يقتلوا,0
2117,miselesh,ميسالش,0
2118,essif,الصيف,0
2119,mahzla,مهزلة,0
2120,kloubkom,قلوبكم,0
2121,elghofrane,الغفران,0
2122,khatrou,خاطرو,0
2123,mo2assasset,مؤسسات,0
2124,esseha,الصحه,0
2125,whel,وحل,0
2126,bardo,باردو,0
2127,ghirha,غيرها,0
2128,ra2issha,رئيسنا,0
2129,bk,بك,0
2130,makom,ماكم,0
2131,lahass,لحاس,0
2132,etafaha,التفاهة,0
2133,mshaw,مشاو,0
2134,kbar,كبار,0
2135,itha3a,اذاعة,0
2136,tharek,تحرك,0
2137,sharikat,شركات,0
2138,trawah,تروح,0
2139,takhou,تاخذ,0
2140,elkoura,الكورة,0
2141,jabet,جابت,0
2142,shaad,شاد,0
2143,sobhanah,سبحانه,0
2144,ali,ألي,0
2145,tahkou,تحكو,0
2146,ynawer,ينور,0
2147,illi,إللي,0
2148,yab9a,يبقي,0
2149,essotr,الستر,0
2150,tahana,طحانة,0
2151,yoktlouna,يقتلونا,0
2152,yaatihom,يعطيهم,0
2153,3ezz,عز,0
2154,foulan,فلان,0
2155,tfadlik,تفدليك,0
2156,fdhayah,فضايح,0
2157,l,ل,0
2158,afthal,أفضل,0
2159,aziza,عزيزة,0
2160,fahi,فهي,0
2161,ltawa,لتوا,0
2162,fashla,فاشلة,0
2163,youma,يوما,0
2164,nayeb,نائب,0
2165,lamni,الامني,0
2166,touridoun,تريدون,0
2167,araft,عرفت,0
2168,mounafedh,منفذ,0
2169,wchokran,وشكرا,0
2170,dima,ديمة,0
2171,khouth,خوذ,0
2172,essihi,الصحي,0
2173,yosbeh,يصبح,0
2174,khaf,خاف,0
2175,yseb,يسب,0
2176,nokta,نقطة,0
2177,mataa,متى,0
2178,3iwath,عوض,0
2179,t3alem,تعلم,0
2180,lkolhom,الكلهم,0
2181,lhamdi,الحامدي,0
2182,ybakki,يبكي,0
2183,ybi3,يبيع,0
2184,kedhba,كذبة,0
2185,dimo9ratiya,ديمقراطية,0
2186,m3ahom,معهم,0
2187,manghir,منغير,0
2188,mazalou,مازالو,0
2189,illi,اللى,0
2190,lilfsad,للفساد,0
2191,ihtiram,الاحترام,0
2192,lharb,الحرب,0
2193,3abath,عبث,0
2194,dakhlek,دخلك,0
2195,ykhamem,يخمم,0
2196,sayakoun,سيكون,0
2197,tastahi,تستحي,0
2198,lilmishishi,للمشيشي,0
2199,jabal,جبل,0
2200,kolama,كلما,0
2201,sa7it,صحيت,0
2202,azma,أزمة,0
2203,lmanthouma,المنظومة,0
2204,eljahim,الجحيم,0
2205,yetfarej,يتفرج,0
2206,kolna,قلنا,0
2207,testhak,تستحق,0
2208,kothret,كثرت,0
2209,lmadrsa,المدرسة,0
2210,satakoun,ستكون,0
2211,hadi,هادي,0
2212,mafamesh,مافماش,0
2213,bilkouwa,بالقوة,0
2214,wezra,وزرة,0
2215,jnaztou,جنازتو,0
2216,3ommal,عمال,0
2217,3ammar,عمار,0
2218,tejri,تجري,0
2219,selm,سلم,0
2220,etwansa,التوانسا,0
2221,testanna,تستنى,0
2222,wy3afih,ويعافيه,0
2223,elwas3a,الواسعة,0
2224,ahlah,أهله,0
2225,bittawfik,بالتوفيق,0
2226,essoura,الصورة,0
2227,hakeka,هكاكا,0
2228,3inik,عينك,0
2229,hethom,هذم,0
2230,tshed,تشد,0
2231,blastek,بلاصتك,0
2232,frank,فرنك,0
2233,fhemtesh,فهمتش,0
2234,wilhom,ويلهم,0
2235,eshakhs,الشخص,0
2236,bilbléd,بالبلاد,0
2237,kwiya,قوية,0
2238,mezwed,مزود,0
2239,nmoutou,نموتو,0
2240,majal,مجال,0
2241,lfasda,الفاسدة,0
2242,eshahriya,الشهرية,0
2243,takdim,تقديم,0
2244,mou3ayan,معين,0
2245,saybouna,سيبونا,0
2246,maandoush,معندوش,0
2247,manish,منيش,0
2248,moufida,مفيدة,0
2249,jal8a,جلغة,0
2250,nefhem,نفهم,0
2251,lwalid,الوالد,0
2252,3a9liya,عقلية,0
2253,sou2,سوء,0
2254,yoshrob,يشرب,0
2255,eshiib,الشيب,0
2256,eza3im,الزعيم,0
2257,hakki,حقي,0
2258,elaziz,العزيز,0
2259,khaliha,خليها,0
2260,bsifa,بصفة,0
2261,ekhri,اخري,0
2262,nam,نم,0
2263,9ararat,قرارات,0
2264,tayeb,طيب,0
2265,shaytan,شيطان,0
2266,yakhou,ياخو,0
2267,oumour,الامور,0
2268,ya7ya,يحي,0
2269,edostour,للدستور,0
2270,edarja,الدرجة,0
2271,mostakilla,مستقلة,0
2272,el2arth,الأرض,0
2273,kharaf,خرف,0
2274,la3eb,لاعب,0
2275,lbladek,لبلادك,0
2276,nihaya,نهاية,0
2277,bladkom,بلادكم,0
2278,t9ollou,تقلو,0
2279,ittihad,إتحاد,0
2280,wedostour,والدستور,0
2281,baha,باها,0
2282,elarth,الارض,0
2283,elkaymin,القيمين,0
2284,hathoukom,هذوكم,0
2285,tayba,طيبة,0
2286,rabi,رابي,0
2287,rfath,رفض,0
2288,kadakesh,قداكش,0
2289,lotfok,لطفك,0
2290,nhebek,نحبك,0
2291,lakal,الأقل,0
2292,kayma,قايمة,0
2293,yezik,يزيك,0
2294,wbara,وبرا,0
2295,3ak3kou,عكعكو,0
2296,dawla,دوله,0
2297,yaweldi,ياولدي,0
2298,3ibara,عبارة,0
2299,wahf,وهف,0
2300,aritha,عريضة,0
2301,ithhab,اذهب,0
2302,jahl,جهل,0
2303,yadouu,يدعو,0
2304,asbahat,اصبحت,0
2305,mahazel,مهازل,0
2306,mimma,مما,0
2307,nharin,نهارين,0
2308,mahomsh,ماهمش,0
2309,yemshou,يمشو,0
2310,warka,ورقة,0
2311,ziyara,زيارة,0
2312,elmanasseb,المناصب,0
2313,likay,لكي,0
2314,roundilla,رونديلة,0
2315,el9ati3,القطيع,0
2316,masalehom,مصالحهم,0
2317,7al9a,حلقة,0
2318,elmortaz9a,المرتزقة,0
2319,elba9a,البقاء,0
2320,weljaysh,والجيش,0
2321,stansou,ستانسو,0
2322,shokr,شكر,0
2323,elbouliciya,البوليسية,0
2324,3annek,عنك,0
2325,rouhou,روحوا,0
2326,eljmal,الجمل,0
2327,elkatel,القاتل,0
2328,fakker,فكر,0
2329,tejbed,تجبد,0
2330,elghalya,الغالية,0
2331,tahet,طاحت,0
2332,yal3bou,يلعبو,0
2333,kathra,كثرة,0
2334,walou,والو,0
2335,bar,بر,0
2336,esharab,الشراب,0
2337,rakdin,راقدين,0
2338,yo93dou,يقعدو,0
2339,ri9,ريق,0
2340,el5amej,الخامج,0
2341,badel,بدل,0
2342,raj3ou,رجعو,0
2343,elhodoud,الحدود,0
2344,tofla,طفلة,0
2345,waldih,والديه,0
2346,zbala,زبالة,0
2347,eljazayri,الجزائري,0
2348,tbarkelhom,تباركلهم,0
2349,nakba,نكبة,0
2350,bkhir,بخير,0
2351,milli,ملى,0
2352,hamas,حماس,0
2353,bilaaks,بالعكس,0
2354,shaf,شاف,0
2355,enahs,النحس,0
2356,elkaed,القائد,0
2357,janvier,جانفي,0
2358,masir,مصير,0
2359,baan,بان,0
2360,elaamr,الامر,0
2361,3ammou,عمو,0
2362,ghali,غالي,0
2363,elfoll,الفل,0
2364,wyezzi,ويزي,0
2365,lawah,لوح,0
2366,wrak,وراك,0
2367,taamalha,تعملها,0
2368,li2annou,لأنه,0
2369,jinanah,جنانه,0
2370,yeb3ed,يبعد,0
2371,tho7ka,ضحكة,0
2372,jomhour,جمهور,0
2373,thessou,تحسو,0
2374,elmounasseb,المناسب,0
2375,tounsiya,تونسية,0
2376,mafhemtesh,مفهمتش,0
2377,nhebouk,نحبوك,0
2378,wdawla,والدولة,0
2379,el2awla,الأولى,0
2380,elmassira,المسيرة,0
2381,masha2,مشاء,0
2382,3askariya,عسكرية,0
2383,5iyana,خيانة,0
2384,fahmin,فاهمين,0
2385,oskot,اسكت,0
2386,elboldan,البلدان,0
2387,o93od,اقعد,0
2388,tseb,تسب,0
2389,batel,باطل,0
2390,a3wen,أعوان,0
2391,walaysat,وليست,0
2392,degage,ديڨاج,0
2393,ezayn,الزين,0
2394,nidaa,نداء,0
2395,ifhem,افهم,0
2396,7asl,حصل,0
2397,elmashhed,المشهد,0
2398,hakatha,هكذا,0
2399,wash,وش,0
2400,elwafi,الوافي,0
2401,essmé,السماء,0
2402,netsawer,نتصور,0
2403,bi2ethn,بإذن,0
2404,farth,فرض,0
2405,elejtima3i,الاجتماعي,0
